id,match_won,opp_win_percentage,toss_won,home,match_type,fifty_plus_t1,fifty_plus_partnerships_t1,fours_t1,sixes_t1,extras_t1,pp_wickets_t1,wickets_t1,balls_first_50_t1,dots_t1,run_rate_t1,highest_ind_t1,highest_ind_sr_t1,X2nd_highest_score_t1,highest_wickets_t1,worst_bowler_runs_t1,spinners_t1,pacers_t1,fifty_plus_t2,fifty_plus_partnerships_t2,fours_t2,sixes_t2,extras_t2,pp_wickets_t2,wickets_t2,balls_first_50_t2,dots_t2,run_rate_t2,highest_ind_t2,highest_ind_sr_t2,X2nd_highest_score_t2,highest_wickets_t2,worst_bowler_runs_t2,spinners_t2,pacers_t2
335996,1,0.3333,1,0,1,1,1,17,8,4,1,5,47,43,8.9,65,216.66,47,3,38,0,5,2,1,14,5,7,1,10,40,35,8.38,53,155.88,50,3,40,0,5
335998,1,0.25,0,1,1,2,2,21,5,4,1,5,27,31,9.55,86,159.25,50,4,42,3,4,1,1,16,7,12,3,5,34,32,9.05,54,122.72,38,2,42,1,6
336000,1,0.5,1,1,0,2,2,22,5,14,1,7,41,37,9.8,60,176.47,55,2,31,2,4,1,1,8,6,12,3,10,33,36,7.87,51,130.76,42,3,46,1,6
335999,0,0.5,0,1,1,1,0,19,3,4,1,8,35,40,8.2,76,180.95,48,1,36,2,4,1,1,21,2,6,1,3,46,32,8.86,84,135.48,45,3,37,1,4
336034,1,0.2,0,1,0,0,1,15,4,5,1,8,39,34,7.8,44,118.91,38,3,47,1,4,2,1,15,5,6,2,6,46,40,7.65,57,135.71,52,3,41,2,4
336003,1,0.4,1,1,1,0,1,22,4,14,1,6,37,42,8.9,40,125,28,2,43,1,5,2,1,9,9,7,4,6,57,46,8.45,71,154.34,59,2,41,2,4
336004,1,0.8,0,1,0,0,1,14,8,10,2,8,35,50,8.1,34,212.5,33,3,27,1,5,0,0,9,5,4,2,10,48,43,7.06,40,200,28,3,46,2,5
336006,0,0.6667,0,1,1,1,1,16,1,10,3,10,60,58,6.51,66,129.41,34,2,36,1,4,0,1,12,3,17,1,4,33,51,6.92,39,114.7,31,3,33,1,5
336007,0,0.1667,0,1,1,0,0,12,5,10,3,7,48,53,7.2,32,152.38,29,1,45,1,4,1,1,15,7,5,1,3,36,50,8.22,54,150,36,2,36,2,4
336008,0,0.3333,0,0,1,0,1,9,2,7,2,10,37,43,6.3,39,108.33,32,2,26,1,4,0,0,7,3,12,0,3,52,44,6.85,34,161.9,27,3,21,1,5
336009,0,0.5714,0,1,0,2,1,22,3,12,2,5,34,26,9.35,80,163.26,59,2,40,2,4,0,1,20,5,11,0,6,32,33,9.4,44,157.14,40,2,36,1,5
336011,0,0.7143,0,0,1,1,1,15,3,6,0,8,36,47,7,61,124.48,23,1,47,3,4,1,1,16,2,11,0,2,36,33,8.81,68,183.78,40,2,39,2,4
336016,0,0.625,1,0,1,0,0,13,2,15,3,8,34,42,7.15,39,121.87,29,1,36,1,5,1,1,12,7,9,0,1,45,32,9.19,74,145.09,34,3,33,2,4
336018,0,0.4286,0,0,1,1,1,21,3,12,2,6,57,56,7.8,53,160.6,43,1,44,1,5,1,2,12,12,16,0,1,28,37,11.42,114,237.5,16,3,37,0,6
336020,1,0.2222,0,1,1,2,1,18,6,8,1,4,38,31,9.7,79,164.58,68,5,51,1,4,0,1,15,9,3,1,9,25,39,9.1,35,194.44,34,2,50,3,4
336021,0,0.5,0,0,1,0,0,7,1,8,3,10,71,59,4.36,15,75,15,1,29,0,3,0,0,8,3,10,2,2,25,14,12.36,48,282.35,9,3,17,0,5
336023,1,0.2222,0,1,0,2,2,21,3,26,0,1,35,34,9.85,75,153.06,50,3,28,3,4,1,0,10,6,6,3,9,71,59,6.6,75,208.33,20,1,46,2,4
336022,0,0.6667,1,1,1,1,1,10,6,10,0,4,32,24,10.72,51,196.15,40,1,22,2,4,0,1,4,8,4,3,3,29,11,11.75,36,211.76,25,2,33,2,4
336026,0,0.4545,0,1,1,1,0,14,6,9,1,7,46,53,7.7,52,123.8,47,2,37,1,5,0,1,19,3,12,0,5,26,37,8.61,47,247.36,39,2,51,1,5
336027,0,0.8,0,1,1,0,0,13,6,5,1,8,56,51,7.35,32,94.11,31,2,32,0,6,0,1,17,5,7,3,4,47,38,9.09,48,266.66,34,3,36,2,4
336028,1,0.6,0,0,0,2,1,18,8,12,1,4,40,42,9.45,81,144.64,79,2,56,2,4,1,0,17,6,23,1,10,27,41,9.4,65,141.3,27,2,43,2,4
336029,1,0.6364,1,0,1,0,0,14,1,4,2,8,70,51,6.3,47,120.51,21,3,28,1,5,0,1,10,2,12,0,8,39,67,5.6,45,112.5,24,4,34,1,4
336031,0,0.7273,0,0,1,2,1,14,9,5,0,4,43,44,8.75,50,119.04,50,2,37,3,3,2,1,13,8,8,0,4,23,32,9.12,60,130.43,50,1,40,3,3
336033,1,0.5833,1,0,0,2,1,20,9,7,0,5,29,30,10.55,91,178.43,53,3,55,3,3,2,2,19,9,9,1,7,30,35,10.05,71,177.5,54,2,45,2,4
336036,0,0.8333,0,0,1,0,1,14,1,13,0,7,53,46,7.25,38,102.7,30,2,37,1,6,0,1,11,2,16,2,5,46,42,7.3,40,137.93,23,4,31,2,4
336037,0,0.5385,1,1,1,0,1,13,3,16,2,8,52,43,7.35,46,100,40,1,32,2,4,1,1,16,3,11,1,3,41,46,7.65,54,125.58,37,2,37,1,4
336012,0,0.4615,0,1,0,0,0,11,2,11,2,9,57,49,6.77,26,130,23,1,45,1,4,1,1,10,6,13,0,1,44,43,7.87,54,145.94,40,4,34,0,5
336039,0,0.5714,1,2,1,0,0,11,2,4,4,8,66,62,5.6,28,133.33,25,1,28,2,4,2,1,13,4,4,1,1,43,37,7.82,55,161.76,51,2,27,1,4
336040,0,0.8,0,2,1,0,0,9,7,7,1,5,40,37,8.15,43,143.33,38,2,42,1,4,1,1,12,5,14,1,7,48,43,8.2,56,143.58,28,3,40,2,4
392181,1,0.5625,0,2,0,1,0,19,3,3,1,7,51,35,8.25,59,120.4,35,3,34,2,4,0,1,10,6,9,2,7,39,46,7.3,44,125.71,36,2,44,0,5
392182,1,0.8125,1,2,0,1,0,15,2,4,3,8,49,55,6.65,66,137.5,32,5,25,1,4,0,0,1,2,9,2,10,74,59,3.82,11,73.33,11,3,30,2,4
392184,0,0.1429,1,2,0,0,0,7,4,5,3,10,76,66,5.13,31,91.17,11,1,24,2,5,0,1,11,4,2,2,2,53,36,7.89,43,165.38,36,4,32,1,4
392189,1,0.5556,1,2,0,2,2,16,8,1,1,5,33,35,9.45,105,194.44,50,3,41,2,4,1,1,14,5,15,1,9,27,31,9,57,211.11,41,3,50,1,5
392190,1,0.4667,0,2,0,0,1,11,5,10,2,6,35,45,7.5,42,200,27,3,36,3,3,0,0,10,6,18,1,8,46,51,7.5,46,153.33,41,2,36,2,4
392191,0,0.5882,1,2,0,1,1,16,5,8,3,9,37,46,8.4,62,134.78,35,1,51,2,5,1,2,10,7,13,0,3,37,23,9.1,84,142.37,30,4,35,2,5
392192,1,0.5333,1,2,0,1,2,12,7,14,0,9,33,39,8.4,58,131.81,35,3,33,3,4,0,1,10,7,13,1,7,36,42,7.8,47,117.5,36,3,34,2,4
392195,1,0.7778,1,2,0,1,1,12,3,13,1,6,53,50,6.95,60,117.64,39,3,26,3,3,0,1,9,0,10,4,7,63,52,5.6,37,84.09,34,2,37,2,3
392196,0,0.2941,0,2,0,0,1,16,6,7,1,6,28,45,8.25,49,140,41,2,41,2,5,1,1,13,7,10,1,4,21,37,8.66,69,123.21,44,2,35,3,4
392197,1,0.4375,1,2,0,2,1,11,10,9,0,6,35,42,9.35,68,151.11,52,3,31,2,4,0,1,8,2,4,2,9,40,40,6.19,34,113.33,24,3,39,3,4
392200,1,0.5294,1,2,0,0,0,4,2,17,2,8,60,42,5.95,45,102.27,12,2,26,3,4,1,0,7,1,11,3,7,63,54,5.8,59,93.65,15,2,24,4,3
392201,0,0.5556,0,2,0,0,1,13,3,11,2,9,50,45,7.4,48,171.42,23,2,44,3,4,1,1,15,4,12,2,4,42,45,8.03,52,113.04,41,2,32,3,3
392202,1,0.75,0,2,0,1,2,15,6,5,2,5,43,45,8.2,98,178.18,29,4,33,2,4,0,0,11,2,8,2,9,53,47,6.46,37,112.12,28,2,35,2,4
392203,1,0.3889,1,2,0,1,0,8,6,13,2,6,46,42,7.4,52,140.54,34,3,31,2,4,1,1,10,3,8,2,6,51,43,6.95,73,121.66,32,1,27,3,4
392204,1,0.65,1,2,0,0,0,13,5,6,2,9,47,52,7.25,35,184.21,27,2,27,3,3,1,1,11,4,13,0,7,43,56,6.85,50,147.05,20,4,36,3,3
392207,0,0.619,1,2,0,1,1,16,3,7,1,3,58,46,7.65,70,162.79,22,2,29,3,5,1,0,13,4,10,2,4,36,41,7.7,52,126.82,34,2,37,3,3
392208,0,0.3333,1,2,0,2,2,13,3,6,3,4,56,47,7.45,52,120.93,50,1,32,3,4,2,1,14,4,8,1,1,28,43,8.25,69,116.94,66,3,32,2,4
392209,1,0.3,1,2,0,1,2,14,7,10,0,3,34,35,8.9,58,156.75,43,4,24,3,3,0,1,6,6,7,2,10,34,43,6.81,49,213.04,21,1,39,3,4
392211,0,0.55,1,2,0,1,1,14,4,4,0,3,33,44,7.7,74,154.16,35,1,43,2,4,1,2,17,2,8,0,1,30,41,8.26,71,124.56,42,2,49,1,4
392212,1,0.5,1,2,0,0,0,8,6,9,2,6,45,44,7.25,38,105.55,28,4,28,2,5,1,1,11,3,3,2,8,42,51,6.3,52,108.33,29,1,31,2,4
392213,0,0.7391,0,2,0,0,0,6,3,5,3,10,62,59,5.25,17,85,15,1,31,2,4,1,0,10,3,3,1,3,54,41,7.13,52,136.84,22,4,23,3,4
392216,0,0.5833,0,2,0,1,1,9,9,7,1,5,35,47,8.4,60,166.66,32,2,29,4,3,0,0,10,7,9,2,7,40,31,8.52,43,153.57,30,1,42,2,4
392217,0,0.5833,1,2,0,0,1,11,5,7,1,7,50,49,7,30,90.9,27,1,28,3,3,1,1,14,4,10,2,3,48,50,7.69,59,143.9,48,2,35,3,4
392218,1,0.3478,1,2,0,2,1,10,4,7,1,2,41,40,7.85,62,126.53,59,2,37,2,3,0,0,9,3,14,2,7,51,46,7.05,48,145.45,20,1,42,3,3
392219,0,0.5909,0,2,0,0,0,6,5,8,3,8,53,57,6.15,44,97.77,39,2,35,2,4,0,2,13,1,13,0,3,38,40,7.28,40,125,36,3,32,2,4
392220,1,0.72,1,2,0,0,0,8,8,2,2,7,40,36,8.3,47,146.87,30,3,30,2,3,0,0,10,1,4,2,10,53,51,5.79,44,112.82,19,3,36,4,3
392221,0,0.3333,0,2,0,1,1,17,5,9,2,4,49,40,8.65,84,131.25,43,2,45,3,3,1,2,15,7,9,0,4,41,42,9.1,81,245.45,32,2,40,2,4
392225,1,0.5,1,2,0,1,1,16,3,7,0,7,47,48,7.25,51,127.5,42,3,32,4,2,0,0,10,2,18,3,10,55,44,7.21,40,133.33,35,2,31,4,3
392226,0,0.5769,0,2,0,0,1,6,1,14,2,9,51,53,6,32,110.34,26,2,42,2,4,0,1,11,4,9,3,4,56,63,6.41,43,91.48,21,3,22,3,4
392227,0,0.5769,1,2,0,1,1,9,6,5,2,5,39,43,7.35,62,114.81,33,1,45,3,3,1,1,10,4,26,1,3,53,45,7.87,60,105.26,23,1,31,3,3
392229,1,0.3462,0,2,0,1,1,10,3,7,3,7,49,48,6.7,56,130.23,20,3,31,3,4,0,0,12,4,5,2,8,43,62,6.65,42,161.53,26,3,31,4,3
392230,1,0.7037,1,2,0,1,1,11,2,5,2,3,52,37,7.5,79,143.63,33,3,33,2,4,0,1,13,1,13,2,9,54,52,6.8,37,119.35,24,2,39,5,3
392231,0,0.2917,1,2,0,1,2,16,6,20,0,3,35,35,9.4,52,144.44,40,1,40,3,3,2,2,17,8,5,1,3,35,41,9.45,81,168.75,71,1,45,4,3
392232,0,0.3846,1,2,0,0,0,8,1,3,3,7,48,36,6.7,31,106.89,28,2,32,2,4,1,1,8,5,3,1,3,56,41,7.1,58,103.57,38,3,31,2,4
392234,1,0.6071,1,2,0,0,0,11,2,7,1,9,34,53,5.8,32,139.13,20,2,28,3,3,0,0,5,1,6,1,8,79,60,4.6,26,81.25,14,2,32,2,4
419106,1,0.3667,0,0,1,2,1,11,8,15,3,4,50,50,8.05,65,141.3,58,2,31,2,4,1,1,11,4,12,1,7,29,45,7.5,54,154.28,22,2,35,2,4
419107,1,0.6552,1,1,0,2,1,23,6,16,1,6,29,33,10.6,55,166.66,53,2,51,2,4,1,1,18,11,5,2,7,44,35,10.4,100,270.27,41,2,46,3,4
419109,0,0.3704,0,0,0,1,0,13,2,5,3,7,54,44,6.75,65,125,21,2,38,2,4,2,1,14,3,6,0,3,30,50,7.03,50,111.11,50,4,27,3,4
419110,1,0.5667,1,0,1,1,2,18,8,16,2,4,26,42,9.5,50,116.27,45,3,30,3,4,0,0,7,10,3,4,9,41,44,7.95,42,144.82,42,1,41,2,4
419111,0,0.6,0,1,1,1,1,14,4,5,3,6,46,54,7.05,53,117.77,29,2,32,2,4,1,1,12,5,9,2,4,32,34,8.27,75,220.58,23,1,34,2,3
419112,0,0.4194,1,0,0,2,2,20,7,13,0,3,36,36,10.15,77,154,75,1,38,3,4,2,3,15,13,10,0,2,32,36,10.83,89,161.81,51,1,43,1,5
419113,1,0.3929,1,0,1,1,1,16,4,3,1,3,51,40,8.2,66,200,43,3,33,3,4,0,0,14,0,8,3,10,44,57,5.63,22,169.23,21,1,38,2,4
419116,0,0.5625,1,1,0,1,1,21,5,10,1,6,30,34,9.25,74,194.73,32,1,46,2,4,1,1,17,11,10,1,5,30,41,9.91,93,216.27,49,2,43,3,4
419117,1,0.5484,0,1,1,1,1,13,7,1,2,7,30,35,8.5,53,139.47,33,2,43,2,3,1,0,18,5,12,3,8,51,50,8.2,60,206.89,38,2,51,3,3
419119,0,0.4545,1,1,1,0,0,16,2,14,2,9,38,48,7.55,25,113.63,25,1,35,2,4,1,1,15,5,2,0,3,33,39,8.08,66,120,40,3,37,1,4
419120,1,0.5758,1,1,0,0,1,15,9,2,2,6,39,46,8.55,45,150,35,3,42,3,2,1,1,13,6,4,1,9,37,38,8.05,57,172.72,46,1,39,3,3
419121,1,0.5758,0,0,1,0,0,14,3,4,1,8,45,50,6.8,43,153.57,39,2,27,3,3,1,1,9,5,13,0,7,41,50,6.8,57,98.27,33,3,32,3,4
419124,1,0.5455,0,0,1,0,2,21,3,10,1,5,31,35,9.15,45,118.42,45,3,43,3,3,0,0,13,4,6,1,10,27,38,7.93,35,194.44,29,1,49,2,4
419125,0,0.4839,0,0,1,2,1,18,3,14,2,2,34,30,9,83,159.61,55,2,47,2,4,2,1,16,6,14,0,5,29,35,9.52,72,138.46,56,1,45,1,4
419129,1,0.5278,1,1,0,1,1,15,7,3,1,8,31,36,8.85,80,163.26,30,2,49,3,3,0,1,11,6,6,1,6,30,36,8,42,150,28,2,46,3,3
419133,0,0.5135,1,0,0,1,1,16,5,5,1,4,35,41,8.05,52,106.12,34,1,42,2,4,1,1,9,8,10,0,5,33,35,8.52,78,200,40,2,40,2,4
419135,1,0.3889,1,1,1,1,1,17,7,14,2,6,40,43,9.05,88,162.96,31,1,33,3,3,1,0,18,2,7,1,5,32,41,7.85,50,111.11,45,2,48,3,3
419136,0,0.4595,1,1,1,0,2,20,3,11,1,5,43,36,9.05,45,166.66,42,1,48,3,4,1,1,17,4,10,1,4,36,25,9.6,66,150,42,1,45,2,4
419137,1,0.6216,1,1,0,2,2,19,17,6,1,5,29,33,12.3,127,226.78,62,2,56,3,3,2,2,20,13,15,0,5,31,36,11.15,94,170.9,60,2,47,3,4
419139,0,0.4865,1,1,0,1,2,16,10,13,0,3,32,36,10,88,209.52,36,1,41,3,4,1,3,21,8,5,1,2,27,18,11.12,110,186.44,38,1,43,2,4
419141,1,0.3684,1,0,1,1,1,14,4,12,2,10,39,45,8.01,58,161.11,36,4,42,2,4,1,0,15,5,10,2,10,31,49,7.91,73,165.9,34,3,37,1,5
419144,1,0.6053,1,1,1,1,2,17,6,7,0,3,36,38,9.05,56,121.73,46,2,43,2,4,1,1,16,4,9,1,8,38,35,8.35,64,160,47,1,41,2,4
419146,0,0.4872,1,0,1,0,0,15,2,4,2,9,34,33,7.7,35,125,33,2,36,2,5,1,0,20,3,4,1,4,32,42,8.17,56,133.33,33,3,38,3,3
419147,0,0.375,1,0,0,1,0,9,3,8,1,8,34,41,6.9,52,123.8,23,2,31,3,3,1,0,8,6,8,2,4,51,50,7.25,55,125,27,3,23,2,5
419148,0,0.45,0,0,1,0,2,13,8,11,1,9,30,52,8,45,125,34,2,46,1,4,2,2,13,7,11,1,3,41,31,9.43,52,148.57,50,3,37,2,4
419149,0,0.5,1,1,0,0,0,8,0,18,3,10,40,58,5.64,26,216.66,26,2,27,3,4,0,0,11,2,6,0,3,51,45,6,38,108.57,33,3,25,3,3
419152,1,0.575,1,1,0,0,1,14,7,10,1,4,39,35,9.15,45,346.15,38,2,32,2,4,0,0,11,2,8,1,7,28,30,7.2,33,106.45,31,2,42,2,4
419153,0,0.5366,1,0,1,0,1,9,5,20,4,8,59,56,6.95,48,100,27,1,35,3,4,2,1,15,5,15,1,1,28,27,10.59,78,200,50,3,47,4,2
419155,0,0.561,1,1,1,0,0,10,1,8,3,9,45,62,5.6,30,103.44,17,2,24,3,3,1,1,8,0,13,3,4,52,49,6.05,57,101.78,25,3,26,3,3
419156,0,0.4048,0,1,1,2,2,23,4,8,1,3,41,48,8.7,93,150,52,1,36,2,4,1,1,17,7,13,1,5,37,39,9.28,68,178.94,43,1,51,3,3
419157,1,0.4651,0,0,0,0,1,14,10,15,1,4,50,40,9.55,46,170.37,42,3,30,1,4,0,0,10,3,5,2,9,49,39,6.7,37,154.16,21,2,54,2,4
419158,0,0.3684,1,0,1,0,1,14,2,3,0,9,39,48,6.6,44,169.23,21,2,32,4,4,1,1,17,3,7,2,2,44,40,8.22,75,150,45,3,31,1,4
419160,1,0.5714,1,0,1,1,1,12,6,3,2,7,41,47,7.25,54,180,25,2,41,2,4,1,0,10,4,5,3,7,48,46,6.7,51,121.42,23,2,32,2,4
419162,1,0.4545,1,1,1,1,1,14,7,13,2,5,35,40,9.2,52,167.74,40,3,44,1,4,0,0,12,3,10,1,9,39,43,7.45,31,103.33,26,2,43,2,5
419164,0,0.4444,1,2,1,0,0,8,2,4,3,10,69,68,4.43,40,102.56,24,1,24,2,2,0,1,9,2,3,0,1,59,37,6.21,35,116.66,29,4,18,3,4
419165,1,0.5476,1,0,1,1,1,11,8,11,0,5,55,44,8.4,57,162.85,26,2,31,4,2,0,1,12,5,12,1,9,58,48,7.3,48,106.66,27,2,45,1,4
501199,0,0.5814,0,1,0,0,0,10,5,4,2,8,41,50,6.85,28,140,26,2,44,2,3,1,2,15,3,5,1,2,51,45,7.48,67,142.55,28,3,35,3,4
501201,0,0.5349,1,1,0,0,0,9,2,4,3,10,58,55,5.37,29,96.66,26,1,29,2,4,0,1,8,1,11,1,2,65,43,5.88,46,92,27,5,21,2,4
501204,0,0.5909,1,0,0,2,1,14,6,9,2,6,64,56,7.55,60,150,54,1,41,2,3,0,0,13,6,12,1,4,33,44,8.21,39,121.87,38,2,39,2,3
501205,0,0.5455,0,1,1,1,1,12,3,15,1,4,60,40,7,59,113.46,38,1,36,2,5,2,1,18,2,3,1,1,44,40,7.72,63,126,55,2,32,2,4
501206,0,0.4773,0,0,0,2,2,18,6,5,1,4,50,38,9.4,74,172.09,66,1,38,4,3,1,2,25,4,1,1,4,31,26,10.06,120,190.47,21,2,37,2,4
501209,0,0.4048,0,1,0,0,1,10,5,19,1,4,50,39,7.95,35,102.94,35,0,34,4,3,2,1,18,3,4,1,1,32,33,8.64,80,123.07,75,2,31,3,4
501211,1,0.449,1,1,0,1,2,20,5,4,0,5,38,32,9.15,83,148.21,31,2,36,4,2,1,0,13,5,9,3,7,47,40,8.1,65,147.72,35,2,49,3,3
501212,0,0.4889,0,1,1,0,1,17,3,5,1,8,39,34,8.25,45,125,35,2,35,2,4,2,1,15,8,14,0,2,27,40,9.39,75,159.57,61,4,33,1,6
501213,0,0.5333,0,1,0,2,1,13,11,8,1,5,32,46,9.35,66,206.25,60,4,38,3,4,0,1,16,9,10,0,7,29,39,9.82,46,164.28,37,2,42,2,4
501214,0,0.4186,0,0,1,0,0,6,1,5,2,10,51,41,5.28,21,123.52,15,1,29,1,4,0,1,7,1,11,1,2,66,38,6.14,35,100,30,3,21,3,3
501215,0,0.3333,0,0,1,1,0,15,3,3,1,4,47,39,7.7,50,125,28,2,38,2,3,0,1,12,7,3,1,3,38,35,9,47,142.42,34,1,32,2,4
501218,0,0.5435,1,0,0,0,0,13,2,12,4,10,50,51,6.8,45,121.62,13,1,29,3,4,0,1,10,1,10,1,3,47,44,6.2,37,92.5,35,3,32,1,5
501219,1,0.4318,0,0,1,0,0,11,5,8,0,7,43,52,6.6,29,161.11,25,2,29,3,2,0,0,7,3,11,3,9,49,48,6.3,46,90.19,16,3,33,3,2
501220,1,0.5745,0,1,1,1,2,19,7,17,1,7,17,42,9.75,71,169.04,46,2,34,2,5,0,1,16,2,2,2,7,49,44,7.35,34,130.76,30,3,59,3,4
501222,0,0.44,0,1,0,0,1,15,4,13,1,5,36,39,8.55,48,126.31,46,1,43,4,3,1,2,19,8,5,0,1,33,38,9.63,102,185.45,38,2,53,4,3
501221,1,0.56,0,1,1,1,2,14,7,14,2,4,44,49,8.2,87,181.25,31,5,40,2,5,1,1,15,4,10,2,9,41,46,7.8,71,147.91,41,2,34,3,3
501223,1,0.5106,0,1,1,2,1,20,12,16,0,4,30,32,11.55,77,160.41,77,2,47,1,5,1,1,21,11,5,1,6,37,46,10.1,95,206.52,42,1,48,2,5
501224,1,0.4118,0,0,0,1,1,18,5,5,1,4,33,38,8.6,56,164.7,44,3,35,1,5,0,0,14,1,12,2,8,43,47,6.75,34,121.42,25,2,48,2,3
501225,0,0.5625,0,0,1,0,0,8,0,9,2,10,57,50,5.45,32,94.11,22,1,28,2,4,0,1,11,3,2,0,2,50,33,7.83,49,122.5,44,3,26,2,3
501228,0,0.5577,1,1,0,1,0,11,6,5,3,6,54,56,7.05,62,144.18,31,1,27,3,4,1,2,9,5,8,1,2,51,39,7.43,63,143.18,34,3,33,3,3
501230,1,0.5306,0,0,1,1,0,12,4,8,1,7,42,44,7.4,61,129.78,22,3,38,2,4,0,0,9,5,7,1,9,50,53,6.55,34,147.82,25,2,42,0,5
501231,0,0.5714,0,0,0,0,0,4,2,7,2,8,57,57,4.7,17,65.38,15,2,20,2,4,0,0,7,2,2,1,3,66,60,5.22,45,115.38,26,3,25,3,3
501232,1,0.3333,0,1,1,1,2,13,10,2,0,5,34,40,9.05,67,159.52,49,1,35,3,3,1,0,11,6,9,1,5,45,41,7.75,51,150,41,2,47,3,4
501234,0,0.4255,0,0,1,0,0,11,1,6,2,6,52,55,5.95,42,100,26,2,29,4,3,0,1,13,1,12,2,2,38,43,6.92,45,102.27,34,2,27,3,3
501236,1,0.4151,1,1,1,1,2,13,6,9,1,5,51,40,8.25,59,168.57,46,3,38,3,2,1,1,10,5,5,0,8,26,45,7.3,56,186.66,19,3,41,3,3
501237,1,0.4898,0,1,0,2,1,17,4,5,1,5,52,40,7.95,51,113.33,51,2,25,2,4,1,1,12,2,12,1,8,53,38,6.8,61,129.78,33,2,37,3,3
501238,0,0.375,0,1,1,0,1,16,2,7,2,6,47,47,7,40,111.11,27,1,38,2,4,0,2,17,3,18,1,3,24,35,9.4,37,194.73,37,2,29,1,5
501239,1,0.4074,0,0,1,0,1,13,6,10,1,4,44,40,8.45,47,180.76,35,2,34,2,4,1,1,13,1,4,2,6,43,35,7.45,54,120,30,1,39,3,3
501240,0,0.5741,1,0,0,1,1,18,0,7,0,6,40,44,7.35,66,129.41,32,1,37,4,3,2,1,12,2,4,1,2,40,31,7.98,79,143.63,61,2,36,3,2
501241,1,0.25,0,0,1,0,0,13,6,15,1,7,37,46,8,36,225,28,3,36,1,5,1,0,8,7,10,1,7,61,55,6.95,59,125.53,34,2,53,2,4
501242,1,0.449,0,1,0,1,1,13,4,6,2,5,46,39,7.8,55,134.14,35,2,44,1,5,1,1,15,2,3,0,7,42,48,6.95,66,129.41,45,2,42,3,4
501243,0,0.5192,0,1,1,1,1,18,4,10,1,5,48,37,8.75,55,177.41,44,2,53,2,5,1,2,17,7,10,3,6,46,40,9.42,119,212.5,17,2,37,2,5
501244,1,0.48,0,1,1,1,1,23,11,6,1,6,40,45,10.25,107,218.36,27,4,35,2,4,0,0,11,1,5,3,9,45,47,6,28,87.5,21,3,40,1,5
501245,0,0.44,1,0,0,1,1,6,2,6,2,4,68,46,5.7,54,131.7,30,2,14,3,2,0,0,7,0,4,2,2,51,26,6.1,21,91.3,16,1,33,2,5
501246,1,0.5283,0,1,1,1,2,21,5,6,1,4,29,41,8.9,59,151.28,49,2,29,1,4,1,1,20,1,9,4,10,57,52,7.36,55,125,37,1,49,1,4
501248,0,0.2222,1,1,1,0,0,12,1,4,1,8,45,50,5.95,32,114.28,30,2,35,1,4,0,0,14,2,12,1,5,44,49,6.99,35,233.33,28,2,26,3,4
